gname,weaptype1,weapsubtype1,count
Luhansk People's Republic,Melee,Unknown Weapon Type,1
Luhansk People's Republic,Firearms,Automatic Weapon,5
Luhansk People's Republic,Firearms,Other Gun Type,1
Luhansk People's Republic,Firearms,Unknown Gun Type,26
Tajamo Ansar al-Islam,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Movement for the Emancipation of the Niger Delta (MEND),Explosives/Bombs/Dynamite,Sticky Bomb,1
Movement for the Emancipation of the Niger Delta (MEND),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Movement for the Emancipation of the Niger Delta (MEND),Explosives/Bombs/Dynamite,Dynamite/TNT,1
Movement for the Emancipation of the Niger Delta (MEND),Firearms,Automatic Weapon,1
Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,9
Oglaigh na hEireann,Explosives/Bombs/Dynamite,Other Explosive Type,4
Oglaigh na hEireann,Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Oglaigh na hEireann,Explosives/Bombs/Dynamite,Letter Bomb,1
Oglaigh na hEireann,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Oglaigh na hEireann,Explosives/Bombs/Dynamite,Vehicle,4
Oglaigh na hEireann,Explosives/Bombs/Dynamite,Grenade,2
Oglaigh na hEireann,Firearms,Rifle/Shotgun (non-automatic),2
Oglaigh na hEireann,Firearms,Handgun,1
Oglaigh na hEireann,Incendiary,Arson/Fire,2
Oglaigh na hEireann,Incendiary,Gasoline or Alcohol,1
Ajnad Misr,Explosives/Bombs/Dynamite,Other Explosive Type,8
Ajnad Misr,Explosives/Bombs/Dynamite,Vehicle,1
Ajnad Misr,Explosives/Bombs/Dynamite,Unknown Explosive Type,12
Kurdistan Workers' Party (PKK),Melee,Blunt Object,2
Kurdistan Workers' Party (PKK),Melee,Knife or Other Sharp Object,1
Kurdistan Workers' Party (PKK),Firearms,Automatic Weapon,4
Kurdistan Workers' Party (PKK),Firearms,Rifle/Shotgun (non-automatic),4
Kurdistan Workers' Party (PKK),Firearms,Unknown Gun Type,61
Kurdistan Workers' Party (PKK),Firearms,Handgun,1
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Other Explosive Type,8
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Grenade,2
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Remote Trigger,9
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Unknown Explosive Type,19
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",27
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Vehicle,9
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Land Mine,16
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),3
Kurdistan Workers' Party (PKK),Explosives/Bombs/Dynamite,Dynamite/TNT,1
Kurdistan Workers' Party (PKK),Incendiary,Arson/Fire,18
Kurdistan Workers' Party (PKK),Incendiary,Gasoline or Alcohol,24
Sovereign Citizen,Explosives/Bombs/Dynamite,Other Explosive Type,2
al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2
al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),Explosives/Bombs/Dynamite,Vehicle,1
Al-Qa'ida in the Indian Subcontinent,Firearms,Unknown Gun Type,1
Al-Qa'ida in the Indian Subcontinent,Firearms,Handgun,1
Kuki Tribal Militants,Firearms,Unknown Gun Type,2
National Santhali Liberation Army (NSlA),Firearms,Automatic Weapon,1
Al-Qa`ida,Firearms,Unknown Gun Type,1
Islamic State of Iraq and the Levant (ISIL),Incendiary,Arson/Fire,9
Islamic State of Iraq and the Levant (ISIL),Melee,Knife or Other Sharp Object,8
Islamic State of Iraq and the Levant (ISIL),Melee,Rope or Other Strangling Device,3
Islamic State of Iraq and the Levant (ISIL),Melee,Unknown Weapon Type,2
Islamic State of Iraq and the Levant (ISIL),Firearms,Automatic Weapon,26
Islamic State of Iraq and the Levant (ISIL),Firearms,Rifle/Shotgun (non-automatic),8
Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,159
Islamic State of Iraq and the Levant (ISIL),Firearms,Handgun,2
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Other Explosive Type,5
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Grenade,1
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Remote Trigger,2
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,425
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",134
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,511
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Land Mine,3
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),67
Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Sticky Bomb,11
New People's Army (NPA),Explosives/Bombs/Dynamite,Other Explosive Type,10
New People's Army (NPA),Explosives/Bombs/Dynamite,Remote Trigger,1
New People's Army (NPA),Explosives/Bombs/Dynamite,Unknown Explosive Type,18
New People's Army (NPA),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",16
New People's Army (NPA),Explosives/Bombs/Dynamite,Grenade,13
New People's Army (NPA),Explosives/Bombs/Dynamite,Land Mine,69
New People's Army (NPA),Explosives/Bombs/Dynamite,Vehicle,1
New People's Army (NPA),Explosives/Bombs/Dynamite,Dynamite/TNT,1
New People's Army (NPA),Melee,"Hands, Feet, Fists",1
New People's Army (NPA),Melee,Knife or Other Sharp Object,1
New People's Army (NPA),Melee,Rope or Other Strangling Device,1
New People's Army (NPA),Firearms,Automatic Weapon,55
New People's Army (NPA),Firearms,Rifle/Shotgun (non-automatic),5
New People's Army (NPA),Firearms,Unknown Gun Type,281
New People's Army (NPA),Firearms,Handgun,26
New People's Army (NPA),Incendiary,Arson/Fire,58
New People's Army (NPA),Incendiary,Gasoline or Alcohol,19
Wild Freedom,Explosives/Bombs/Dynamite,Other Explosive Type,1
Yarmouk Martyrs Brigade,Firearms,Automatic Weapon,1
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,Other Explosive Type,20
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,Vehicle,1
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,Time Fuse,1
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,Unknown Explosive Type,12
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,Remote Trigger,2
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,Grenade,5
Abu Sayyaf Group (ASG),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Abu Sayyaf Group (ASG),Melee,Knife or Other Sharp Object,1
Abu Sayyaf Group (ASG),Firearms,Automatic Weapon,4
Abu Sayyaf Group (ASG),Firearms,Rifle/Shotgun (non-automatic),2
Abu Sayyaf Group (ASG),Firearms,Unknown Gun Type,61
Abu Sayyaf Group (ASG),Firearms,Handgun,2
Abu Sayyaf Group (ASG),Incendiary,Arson/Fire,1
Al-Nusrah Front,Melee,Knife or Other Sharp Object,2
Al-Nusrah Front,Melee,Unknown Weapon Type,1
Al-Nusrah Front,Firearms,Automatic Weapon,1
Al-Nusrah Front,Firearms,Rifle/Shotgun (non-automatic),1
Al-Nusrah Front,Firearms,Unknown Gun Type,22
Al-Nusrah Front,Explosives/Bombs/Dynamite,Other Explosive Type,1
Al-Nusrah Front,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",19
Al-Nusrah Front,Explosives/Bombs/Dynamite,Vehicle,54
Al-Nusrah Front,Explosives/Bombs/Dynamite,Unknown Explosive Type,5
Al-Nusrah Front,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),14
Al-Nusrah Front,Incendiary,Arson/Fire,2
Haqqani Network,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),13
Haqqani Network,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Haqqani Network,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",8
Haqqani Network,Explosives/Bombs/Dynamite,Grenade,1
Haqqani Network,Explosives/Bombs/Dynamite,Vehicle,5
Haqqani Network,Explosives/Bombs/Dynamite,Sticky Bomb,1
Haqqani Network,Firearms,Unknown Gun Type,7
Hamza Combat Group against Atheism and Heresy,Firearms,Unknown Gun Type,1
Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,Other Explosive Type,10
Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,Grenade,6
Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,Unknown Explosive Type,72
Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,Remote Trigger,35
Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",12
Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,Vehicle,9
Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,Land Mine,3
Baloch Republican Army (BRA),Firearms,Automatic Weapon,4
Baloch Republican Army (BRA),Firearms,Unknown Gun Type,18
Army of the Tribes,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Donetsk People's Republic,Explosives/Bombs/Dynamite,Other Explosive Type,1
Donetsk People's Republic,Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Donetsk People's Republic,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",158
Donetsk People's Republic,Explosives/Bombs/Dynamite,Grenade,2
Donetsk People's Republic,Explosives/Bombs/Dynamite,Land Mine,3
Donetsk People's Republic,Explosives/Bombs/Dynamite,Vehicle,1
Donetsk People's Republic,Melee,"Hands, Feet, Fists",2
Donetsk People's Republic,Melee,Knife or Other Sharp Object,2
Donetsk People's Republic,Melee,Rope or Other Strangling Device,1
Donetsk People's Republic,Melee,Unknown Weapon Type,3
Donetsk People's Republic,Melee,Blunt Object,2
Donetsk People's Republic,Firearms,Automatic Weapon,14
Donetsk People's Republic,Firearms,Rifle/Shotgun (non-automatic),2
Donetsk People's Republic,Firearms,Unknown Gun Type,70
Donetsk People's Republic,Firearms,Handgun,1
Donetsk People's Republic,Incendiary,Arson/Fire,2
Donetsk People's Republic,Incendiary,Gasoline or Alcohol,2
United Democratic Liberation Army (UDLA),Firearms,Automatic Weapon,1
United Democratic Liberation Army (UDLA),Firearms,Unknown Gun Type,3
Jund al-Sham for Tawhid and Jihad,Firearms,Unknown Gun Type,1
People's Revolutionary Party of Kangleipak (PREPAK),Explosives/Bombs/Dynamite,Grenade,4
People's Revolutionary Party of Kangleipak (PREPAK),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
People's Revolutionary Party of Kangleipak (PREPAK),Explosives/Bombs/Dynamite,Remote Trigger,2
People's Revolutionary Party of Kangleipak (PREPAK),Firearms,Automatic Weapon,1
Southern Yemen Separatists,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2
Southern Yemen Separatists,Explosives/Bombs/Dynamite,Grenade,1
Southern Yemen Separatists,Firearms,Unknown Gun Type,2
Kamtapur Liberation Organization (KLO),Explosives/Bombs/Dynamite,Other Explosive Type,1
Kamtapur Liberation Organization (KLO),Explosives/Bombs/Dynamite,Time Fuse,1
Kamtapur Liberation Organization (KLO),Explosives/Bombs/Dynamite,Unknown Explosive Type,3
Kamtapur Liberation Organization (KLO),Firearms,Automatic Weapon,1
Kamtapur Liberation Organization (KLO),Firearms,Rifle/Shotgun (non-automatic),2
Kamtapur Liberation Organization (KLO),Firearms,Unknown Gun Type,2
Popular Front for Recovery (FPR),Firearms,Unknown Gun Type,1
Ingush Rebels,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Ingush Rebels,Firearms,Automatic Weapon,1
Israeli Settler,Melee,Knife or Other Sharp Object,1
Israeli Settler,Firearms,Rifle/Shotgun (non-automatic),1
Israeli Settler,Incendiary,Arson/Fire,4
Israeli Settler,Incendiary,Gasoline or Alcohol,4
Madhesh Mukti Sangram (MMS),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
The Irish Volunteers,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Asa'ib Ahl al-Haqq,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Asa'ib Ahl al-Haqq,Firearms,Unknown Gun Type,1
Sudan Liberation Movement,Firearms,Automatic Weapon,1
Sudan Liberation Movement,Firearms,Unknown Gun Type,2
Mayi Mayi,Firearms,Unknown Gun Type,17
Mayi Mayi,Incendiary,Arson/Fire,2
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,Time Fuse,1
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,Remote Trigger,1
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,Vehicle,3
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,Grenade,2
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Lashkar-e-Taiba (LeT),Melee,Knife or Other Sharp Object,1
Lashkar-e-Taiba (LeT),Firearms,Automatic Weapon,4
Lashkar-e-Taiba (LeT),Firearms,Unknown Gun Type,14
Lashkar-e-Taiba (LeT),Firearms,Handgun,2
Popular Resistance Brigade,Explosives/Bombs/Dynamite,Other Explosive Type,1
Sindh Liberation Front,Explosives/Bombs/Dynamite,Other Explosive Type,2
NVF,Firearms,Unknown Gun Type,1
Runda Kumpulan Kecil (RKK),Explosives/Bombs/Dynamite,Other Explosive Type,5
Runda Kumpulan Kecil (RKK),Explosives/Bombs/Dynamite,Unknown Explosive Type,13
Runda Kumpulan Kecil (RKK),Explosives/Bombs/Dynamite,Remote Trigger,5
Runda Kumpulan Kecil (RKK),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4
Runda Kumpulan Kecil (RKK),Explosives/Bombs/Dynamite,Vehicle,5
Runda Kumpulan Kecil (RKK),Explosives/Bombs/Dynamite,Grenade,2
Runda Kumpulan Kecil (RKK),Explosives/Bombs/Dynamite,Land Mine,1
Runda Kumpulan Kecil (RKK),Firearms,Automatic Weapon,4
Runda Kumpulan Kecil (RKK),Firearms,Unknown Gun Type,2
Sayfullakh,Firearms,Unknown Gun Type,1
Al-Nasireen Group,Firearms,Automatic Weapon,1
Mahan Madhesh Janakantri Party (MMJP)- Nepal,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Tehrik-e-Khilafat,Explosives/Bombs/Dynamite,Other Explosive Type,1
Tehrik-e-Khilafat,Explosives/Bombs/Dynamite,Grenade,5
Tehrik-e-Khilafat,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Tehrik-e-Khilafat,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Tehrik-e-Khilafat,Firearms,Unknown Gun Type,5
Tehrik-e-Khilafat,Firearms,Handgun,1
Lehava,Incendiary,Arson/Fire,1
Liwa al-Sham,Explosives/Bombs/Dynamite,Vehicle,1
Biafra Zionist Movement (BZM),Firearms,Unknown Gun Type,2
Yekbun,Incendiary,Arson/Fire,1
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Other Explosive Type,36
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Grenade,33
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Time Fuse,1
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Remote Trigger,60
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Unknown Explosive Type,61
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",34
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Sticky Bomb,2
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Vehicle,69
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Land Mine,14
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),56
Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,Dynamite/TNT,2
Tehrik-i-Taliban Pakistan (TTP),Melee,Knife or Other Sharp Object,4
Tehrik-i-Taliban Pakistan (TTP),Firearms,Automatic Weapon,22
Tehrik-i-Taliban Pakistan (TTP),Firearms,Rifle/Shotgun (non-automatic),1
Tehrik-i-Taliban Pakistan (TTP),Firearms,Other Gun Type,1
Tehrik-i-Taliban Pakistan (TTP),Firearms,Unknown Gun Type,174
Tehrik-i-Taliban Pakistan (TTP),Firearms,Handgun,8
Tehrik-i-Taliban Pakistan (TTP),Incendiary,Arson/Fire,8
Tehrik-i-Taliban Pakistan (TTP),Incendiary,Gasoline or Alcohol,1
Palestinian Islamic Jihad (PIJ),Explosives/Bombs/Dynamite,Other Explosive Type,1
Palestinian Islamic Jihad (PIJ),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",19
Palestinian Islamic Jihad (PIJ),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Palestinian Islamic Jihad (PIJ),Melee,Knife or Other Sharp Object,1
Palestinian Islamic Jihad (PIJ),Firearms,Unknown Gun Type,1
Jama'atul Mujahideen Bangladesh (JMB),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Militant Minority (Greece),Explosives/Bombs/Dynamite,Other Explosive Type,2
Militant Minority (Greece),Incendiary,Gasoline or Alcohol,5
Yakariya Bango Insurgent Group,Explosives/Bombs/Dynamite,Vehicle,1
Yakariya Bango Insurgent Group,Firearms,Unknown Gun Type,1
Abdul Qader Husseini Battalions of the Free Palestine movement,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Democratic Front for the Liberation of Rwanda (FDLR),Explosives/Bombs/Dynamite,Grenade,4
Democratic Front for the Liberation of Rwanda (FDLR),Melee,Knife or Other Sharp Object,3
Democratic Front for the Liberation of Rwanda (FDLR),Firearms,Unknown Gun Type,6
Democratic Front for the Liberation of Rwanda (FDLR),Incendiary,Arson/Fire,1
Odua Peoples' Congress (OPC),Firearms,Unknown Gun Type,1
Sudan People's Liberation Army (SPLA),Firearms,Unknown Gun Type,1
National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite,Other Explosive Type,3
National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite,Grenade,24
National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite,Unknown Explosive Type,4
National Democratic Front of Bodoland (NDFB),Melee,Blunt Object,3
National Democratic Front of Bodoland (NDFB),Melee,Unknown Weapon Type,1
National Democratic Front of Bodoland (NDFB),Melee,"Hands, Feet, Fists",1
National Democratic Front of Bodoland (NDFB),Firearms,Automatic Weapon,9
National Democratic Front of Bodoland (NDFB),Firearms,Unknown Gun Type,19
National Democratic Front of Bodoland (NDFB),Firearms,Handgun,1
People's Democratic Party (PDP),Firearms,Unknown Gun Type,3
Sudurpaschim Janata Dal,Explosives/Bombs/Dynamite,Other Explosive Type,1
Tribesmen,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Tribesmen,Explosives/Bombs/Dynamite,Unknown Explosive Type,25
Tribesmen,Firearms,Automatic Weapon,3
Tribesmen,Firearms,Unknown Gun Type,34
Supporters of the Islamic State in the Land of the Two Holy Mosques,Firearms,Automatic Weapon,1
Supporters of the Islamic State in the Land of the Two Holy Mosques,Firearms,Unknown Gun Type,1
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Other Explosive Type,6
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Grenade,18
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Time Fuse,2
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Remote Trigger,12
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Unknown Explosive Type,74
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",70
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Letter Bomb,1
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Vehicle,104
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Land Mine,7
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),21
Al-Qa`ida in the Arabian Peninsula (AQAP),Explosives/Bombs/Dynamite,Sticky Bomb,1
Al-Qa`ida in the Arabian Peninsula (AQAP),Melee,Blunt Object,1
Al-Qa`ida in the Arabian Peninsula (AQAP),Melee,Knife or Other Sharp Object,6
Al-Qa`ida in the Arabian Peninsula (AQAP),Firearms,Automatic Weapon,40
Al-Qa`ida in the Arabian Peninsula (AQAP),Firearms,Rifle/Shotgun (non-automatic),1
Al-Qa`ida in the Arabian Peninsula (AQAP),Firearms,Unknown Gun Type,261
Al-Qa`ida in the Arabian Peninsula (AQAP),Firearms,Handgun,1
Al-Qa`ida in the Arabian Peninsula (AQAP),Incendiary,Arson/Fire,5
Afar Revolutionary Democratic Unity Front,Firearms,Unknown Gun Type,1
Mombasa Republican Council (MRC),Explosives/Bombs/Dynamite,Grenade,1
Mombasa Republican Council (MRC),Melee,Knife or Other Sharp Object,2
Mombasa Republican Council (MRC),Firearms,Rifle/Shotgun (non-automatic),1
Mombasa Republican Council (MRC),Firearms,Unknown Gun Type,3
Mombasa Republican Council (MRC),Incendiary,Gasoline or Alcohol,1
People's United Liberation Front (PULF),Explosives/Bombs/Dynamite,Other Explosive Type,1
People's United Liberation Front (PULF),Firearms,Unknown Gun Type,1
Tritiya Prastuti Committee (India),Firearms,Rifle/Shotgun (non-automatic),1
Tritiya Prastuti Committee (India),Firearms,Unknown Gun Type,1
Tritiya Prastuti Committee (India),Incendiary,Arson/Fire,1
Shiv Sena,Incendiary,Arson/Fire,1
Shiv Sena,Incendiary,Gasoline or Alcohol,1
Kuki Revolutionary Army (KRA),Firearms,Unknown Gun Type,3
Al-Shabaab,Melee,Blunt Object,2
Al-Shabaab,Melee,Knife or Other Sharp Object,31
Al-Shabaab,Melee,Rope or Other Strangling Device,1
Al-Shabaab,Melee,"Hands, Feet, Fists",2
Al-Shabaab,Firearms,Automatic Weapon,30
Al-Shabaab,Firearms,Unknown Gun Type,398
Al-Shabaab,Firearms,Handgun,69
Al-Shabaab,Explosives/Bombs/Dynamite,Other Explosive Type,13
Al-Shabaab,Explosives/Bombs/Dynamite,Grenade,133
Al-Shabaab,Explosives/Bombs/Dynamite,Time Fuse,3
Al-Shabaab,Explosives/Bombs/Dynamite,Unknown Explosive Type,137
Al-Shabaab,Explosives/Bombs/Dynamite,Remote Trigger,26
Al-Shabaab,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",183
Al-Shabaab,Explosives/Bombs/Dynamite,Pressure Trigger,1
Al-Shabaab,Explosives/Bombs/Dynamite,Vehicle,80
Al-Shabaab,Explosives/Bombs/Dynamite,Land Mine,77
Al-Shabaab,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),25
Al-Shabaab,Explosives/Bombs/Dynamite,Sticky Bomb,18
Al-Shabaab,Incendiary,Arson/Fire,15
Al-Shabaab,Incendiary,Gasoline or Alcohol,3
Purbo Banglar Communist Party,Firearms,Unknown Gun Type,1
Ahrar al-Sham,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Ahrar al-Sham,Explosives/Bombs/Dynamite,Vehicle,1
National Liberation Front (FNL) (Burundi),Explosives/Bombs/Dynamite,Grenade,2
National Liberation Front (FNL) (Burundi),Firearms,Unknown Gun Type,3
Sudan People's Liberation Movement in Opposition (SPLM-IO),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Sudan People's Liberation Movement in Opposition (SPLM-IO),Firearms,Automatic Weapon,1
Sudan People's Liberation Movement in Opposition (SPLM-IO),Firearms,Unknown Gun Type,4
Sudan People's Liberation Movement in Opposition (SPLM-IO),Incendiary,Arson/Fire,5
Anti-Gentrification Front,Incendiary,Arson/Fire,1
Israeli Extremists,Incendiary,Arson/Fire,12
Israeli Extremists,Incendiary,Gasoline or Alcohol,5
Kuki National Front (KNF),Explosives/Bombs/Dynamite,Grenade,1
Kuki National Front (KNF),Firearms,Automatic Weapon,1
Kuki National Front (KNF),Firearms,Unknown Gun Type,2
Tawhid and Jihad (Palestine),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Colonel Albert Kahasha Militia,Incendiary,Arson/Fire,1
Khasi Students Union,Incendiary,Gasoline or Alcohol,2
International Revolutionary Front,Firearms,Automatic Weapon,1
Baloch Waja Liberation Army (BWLA),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Baloch Waja Liberation Army (BWLA),Explosives/Bombs/Dynamite,Grenade,1
Baloch Waja Liberation Army (BWLA),Firearms,Automatic Weapon,1
Baloch Waja Liberation Army (BWLA),Firearms,Unknown Gun Type,2
Hizballah,Explosives/Bombs/Dynamite,Other Explosive Type,6
Hizballah,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",6
Hizballah,Explosives/Bombs/Dynamite,Unknown Explosive Type,6
Hizballah,Explosives/Bombs/Dynamite,Remote Trigger,2
Hizballah,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Hizballah,Firearms,Automatic Weapon,3
Hizballah,Firearms,Unknown Gun Type,1
Communist Party of India- Marxist,Explosives/Bombs/Dynamite,Other Explosive Type,2
Communist Party of India- Marxist,Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Communist Party of India- Marxist,Melee,Knife or Other Sharp Object,1
Communist Party of India- Marxist,Firearms,Unknown Gun Type,2
Caspian Group,Firearms,Unknown Gun Type,1
Janjaweed,Melee,"Hands, Feet, Fists",4
Janjaweed,Melee,Unknown Weapon Type,3
Janjaweed,Melee,Blunt Object,4
Janjaweed,Firearms,Automatic Weapon,1
Janjaweed,Firearms,Unknown Gun Type,48
Janjaweed,Incendiary,Arson/Fire,17
Group of Popular Fighters,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Group of Popular Fighters,Firearms,Automatic Weapon,2
Anarchist Attack Consortium,Explosives/Bombs/Dynamite,Other Explosive Type,1
United Karbi Liberation Army (UKlA),Firearms,Unknown Gun Type,1
Ansar al-Sharia (Libya),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",15
Ansar al-Sharia (Libya),Explosives/Bombs/Dynamite,Grenade,2
Ansar al-Sharia (Libya),Explosives/Bombs/Dynamite,Unknown Explosive Type,3
Ansar al-Sharia (Libya),Explosives/Bombs/Dynamite,Vehicle,4
Ansar al-Sharia (Libya),Firearms,Automatic Weapon,1
