rf,extra,xgboost,neuralNetwork,labels
5,5,5,4,5
2,5,2,4,2
4,4,4,4,4
99,99,99,3,99
81,81,81,4,81
2,5,14,4,14
99,99,0,3,20
5,5,5,3,5
5,5,5,86,5
52,52,52,39,52
2,5,2,3,2
5,5,5,91,5
0,99,0,25,30
57,8,0,4,30
1,1,1,3,1
4,4,4,4,4
3,5,3,4,10
4,4,4,91,4
4,4,4,91,4
4,4,4,91,4
99,99,60,3,99
99,99,0,4,86
99,99,99,4,99
64,99,64,3,64
0,5,6,25,0
2,5,2,99,2
5,5,5,99,5
52,52,52,4,57
3,3,3,3,3
1,1,1,4,1
57,57,41,4,41
4,4,4,14,4
2,1,19,14,19
2,1,19,99,19
52,52,52,4,52
99,99,99,3,99
99,99,60,3,99
2,5,2,39,2
2,5,107,24,2
99,99,109,4,0
1,1,1,4,1
3,5,3,4,3
5,5,5,3,5
112,99,25,4,25
0,5,93,4,77
1,4,1,4,1
3,3,3,0,3
99,99,60,14,99
5,5,2,3,2
5,5,5,58,5
4,4,4,58,4
4,4,4,58,4
4,4,4,4,4
5,5,5,4,5
7,7,7,4,7
0,5,0,4,0
99,99,60,99,99
99,99,60,99,99
99,99,60,99,99
52,52,52,99,52
4,4,4,99,4
2,4,2,14,2
98,4,98,4,26
52,52,33,62,39
24,24,24,4,24
22,99,22,3,22
14,14,14,14,14
59,99,47,4,59
99,99,64,4,64
0,5,6,4,0
81,99,109,99,0
14,14,14,4,14
3,3,3,4,10
4,4,4,4,4
4,1,4,24,4
5,5,5,4,5
6,5,6,102,0
60,99,60,4,64
0,4,0,39,0
5,5,5,25,5
99,99,99,0,60
2,5,2,4,2
2,5,2,4,2
2,5,2,71,2
12,12,12,4,12
4,4,4,60,4
4,4,4,4,4
1,4,1,4,1
1,4,1,4,1
99,99,99,4,99
4,1,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
0,5,0,52,0
52,52,60,4,0
52,52,60,3,0
3,3,3,86,3
99,99,60,83,99
99,99,60,4,99
4,1,0,3,47
99,99,60,4,99
99,99,60,14,99
52,52,52,101,52
4,4,109,4,0
50,50,50,3,50
4,4,4,4,4
50,50,50,4,50
50,50,50,3,50
50,99,50,14,50
99,99,60,14,99
99,99,60,71,99
99,99,60,0,99
99,99,60,4,99
99,99,99,10,99
1,1,1,85,1
12,12,12,14,12
2,5,14,37,2
2,5,2,79,2
5,5,5,79,5
5,5,5,81,5
5,5,5,4,5
99,99,99,4,99
3,3,3,4,3
4,4,4,3,4
4,4,4,2,4
4,4,4,4,4
98,4,26,24,26
0,99,30,4,0
1,1,102,4,102
5,5,5,4,5
1,4,1,3,1
2,5,2,4,2
5,5,5,4,5
52,52,52,4,52
57,57,57,4,57
2,5,14,4,2
99,99,60,4,99
99,99,60,4,99
99,99,99,4,99
99,99,60,37,99
99,99,60,8,99
99,99,60,4,99
99,99,99,4,99
99,99,60,4,99
99,99,60,4,99
99,99,99,4,99
99,99,60,3,99
99,99,60,3,99
4,4,0,3,4
99,99,60,22,99
99,99,60,4,99
1,1,71,4,71
92,92,92,4,61
1,4,1,4,1
99,99,60,4,99
99,99,99,64,99
99,99,60,3,99
99,99,60,22,99
99,99,60,4,99
99,99,60,4,99
99,99,60,64,99
14,14,14,86,14
99,99,99,111,99
52,52,33,4,20
99,99,99,79,99
4,4,109,0,0
99,99,99,64,99
99,99,99,4,99
52,52,52,99,52
12,4,62,99,62
7,5,7,60,7
12,12,12,0,12
12,12,12,79,12
12,12,12,64,12
3,3,3,4,3
4,4,4,4,4
2,5,14,81,2
2,5,14,4,2
1,1,1,4,1
37,37,58,4,58
99,99,99,39,99
1,1,102,4,102
99,99,110,99,99
99,99,110,24,99
99,99,110,24,99
99,99,110,4,99
5,5,5,4,5
3,5,3,4,3
3,3,3,4,3
2,14,14,4,14
2,5,34,4,34
2,5,2,4,2
86,99,86,4,86
2,2,2,4,0
98,4,26,4,0
52,52,35,4,0
1,1,102,4,102
5,5,5,64,5
6,5,34,4,0
5,5,5,4,5
5,5,5,64,5
99,99,99,64,99
5,5,5,4,5
5,5,5,4,5
37,4,37,4,35
6,5,0,86,34
5,5,5,4,2
14,14,14,4,14
52,52,52,4,57
0,12,62,109,99
6,5,6,64,34
4,4,4,4,4
99,99,99,4,99
2,5,2,4,2
4,1,4,4,4
0,5,0,4,34
5,5,5,4,5
5,5,5,4,5
5,5,5,4,5
1,1,1,4,1
3,3,3,4,3
52,52,52,4,52
2,5,2,4,2
52,52,52,60,52
4,4,4,86,4
99,99,86,4,86
99,99,86,4,86
5,5,5,4,5
5,5,5,64,5
14,14,14,99,14
1,1,1,14,1
2,5,14,4,2
2,5,14,6,2
7,7,7,14,7
98,4,98,14,0
39,39,25,24,25
99,99,99,4,99
52,52,52,4,52
2,2,2,4,20
12,4,62,4,62
0,5,0,4,6
5,5,5,4,5
5,5,5,4,5
99,99,110,4,0
99,99,64,4,60
5,5,5,4,5
5,5,5,4,5
4,4,4,4,4
12,12,100,39,100
1,1,1,4,1
2,5,2,4,87
5,5,5,4,5
5,5,5,4,5
2,5,14,4,2
59,99,59,4,59
22,99,22,4,22
4,4,4,37,4
99,99,60,4,99
4,1,4,86,4
4,1,4,60,4
4,1,4,102,4
52,52,33,4,20
3,3,3,4,3
3,3,3,4,3
2,5,2,4,2
4,1,4,4,4
4,4,4,4,4
52,99,16,6,0
5,5,5,1,5
1,1,1,4,1
1,1,1,4,1
1,1,1,22,1
5,5,5,10,5
14,14,14,4,14
99,99,60,4,99
5,5,5,4,5
4,4,4,4,4
52,52,52,4,32
6,5,0,4,34
81,99,60,24,0
14,14,14,4,14
14,14,14,4,14
6,5,6,4,0
22,99,22,4,22
99,99,86,4,86
99,99,86,4,86
99,99,86,4,86
99,99,86,4,86
3,3,3,4,3
57,57,57,4,57
57,57,57,4,57
1,4,1,0,1
2,5,2,2,14
7,7,7,4,7
7,7,7,4,7
1,1,0,102,102
4,4,102,0,102
54,54,54,99,54
52,52,35,99,52
7,7,7,99,7
7,7,7,99,7
5,5,5,47,5
5,5,5,99,5
4,1,4,99,4
0,12,99,104,62
86,99,86,4,86
99,99,60,86,99
99,99,60,109,99
52,52,23,99,52
99,99,86,99,86
4,4,4,99,4
4,4,4,24,4
1,4,68,99,68
3,5,2,99,2
99,99,60,99,99
0,99,0,64,81
5,5,5,0,5
0,37,37,99,0
4,4,4,0,4
0,12,99,103,62
52,52,52,103,52
52,52,52,103,52
99,99,60,103,86
3,5,3,99,10
3,5,3,99,10
99,99,99,24,99
99,99,99,99,99
12,12,12,99,12
1,1,1,99,1
1,1,1,99,1
5,5,5,64,5
5,5,5,99,5
14,14,14,0,14
28,4,28,39,28
3,3,3,99,3
5,5,5,99,5
99,99,86,24,60
82,99,82,99,82
0,5,0,99,70
0,5,0,104,70
0,5,0,99,70
0,5,0,109,70
52,52,52,99,52
0,5,0,99,6
52,52,33,99,20
5,5,5,99,5
7,7,7,71,7
99,99,0,109,99
99,99,0,99,99
81,99,59,99,59
86,99,86,64,86
52,52,52,99,52
4,1,4,99,4
62,62,62,99,62
4,4,4,99,4
5,5,5,99,5
103,103,103,99,103
5,5,5,12,5
5,5,5,24,5
57,57,57,99,57
24,24,24,99,24
0,4,111,99,0
8,8,8,99,8
3,3,10,99,10
52,52,52,99,52
99,99,86,99,86
5,5,5,15,5
3,5,10,99,85
2,5,6,99,34
12,12,100,99,100
99,99,60,6,99
52,52,52,109,52
0,5,6,109,6
0,5,6,6,6
0,5,6,6,6
2,2,2,86,2
2,5,2,86,2
2,2,2,99,2
3,3,3,24,3
5,5,5,98,5
57,57,57,99,57
57,57,57,99,57
52,52,8,99,0
14,14,14,99,14
14,14,14,99,14
2,5,2,34,2
22,22,22,39,22
2,5,34,39,0
99,99,99,33,99
99,99,0,6,60
5,5,5,64,5
5,5,5,64,5
99,99,99,109,60
62,4,105,105,56
52,52,23,3,35
3,3,3,9,3
14,14,14,99,14
99,99,99,99,99
1,4,1,101,1
7,7,7,24,7
3,3,3,99,3
7,5,7,99,7
60,99,64,99,64
12,12,12,2,26
99,99,86,99,86
5,5,5,99,5
1,1,1,99,1
3,3,3,99,3
1,1,1,99,1
5,5,5,99,5
5,5,5,99,5
5,5,5,99,5
17,17,104,99,104
98,4,98,22,26
17,17,104,12,104
12,4,99,22,62
64,99,64,60,64
4,4,4,102,4
3,3,3,99,85
3,5,10,99,85
5,5,5,99,5
2,5,2,99,2
1,1,68,99,1
5,5,5,67,5
0,0,0,99,64
99,99,99,99,99
14,14,14,99,14
99,99,60,99,99
99,99,60,99,99
99,99,60,88,99
52,52,35,88,0
52,52,35,99,0
7,7,7,99,7
5,5,5,99,5
5,5,5,44,5
99,99,60,99,99
0,5,0,99,6
0,5,72,99,72
22,99,22,99,22
39,39,39,99,25
3,3,3,109,85
3,3,3,99,85
4,4,4,86,4
99,99,0,4,99
52,52,52,109,52
5,5,5,109,6
52,52,35,62,52
3,3,3,69,85
12,4,62,99,62
99,99,99,99,99
99,99,60,99,99
99,99,99,99,99
99,99,99,99,99
99,99,60,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
81,81,81,99,81
81,81,81,99,81
81,81,81,15,81
81,81,81,1,81
81,81,81,99,81
0,99,22,99,0
4,4,4,99,4
4,1,4,99,4
4,1,4,99,4
3,3,0,99,46
4,1,4,99,4
4,4,4,81,4
99,99,60,100,99
5,5,6,99,0
3,5,10,99,85
1,4,1,105,1
6,5,34,99,0
52,52,52,86,0
52,52,52,99,52
2,2,2,99,2
4,4,4,4,4
2,14,14,0,14
5,5,5,99,29
99,99,99,99,99
57,52,33,99,57
4,4,4,24,4
3,3,10,99,85
12,12,12,4,12
12,12,12,99,12
1,4,1,99,1
99,99,60,24,99
1,1,1,81,1
3,4,0,81,0
4,4,4,8,4
57,57,57,99,57
4,12,0,99,48
0,12,0,99,0
62,4,62,99,105
1,1,1,109,0
99,99,99,109,99
5,5,5,4,5
3,3,10,99,10
4,4,4,99,4
4,4,4,99,4
57,57,57,99,57
39,39,76,99,39
25,39,76,109,76
14,14,14,99,14
39,39,39,99,76
17,17,104,99,104
17,17,104,99,104
99,99,64,99,64
99,99,99,99,99
99,99,99,99,99
99,99,60,99,99
4,4,4,99,4
112,112,112,99,8
103,99,103,99,103
6,5,0,99,6
6,5,0,99,6
98,4,98,99,26
3,5,3,99,85
4,4,4,99,4
99,99,81,99,0
0,5,0,99,6
39,39,39,99,76
52,52,52,99,52
112,0,65,60,0
5,5,5,60,5
82,82,82,99,82
99,99,99,99,99
2,5,2,99,14
3,5,3,99,85
4,4,0,60,48
14,14,14,99,14
52,52,57,81,35
5,5,5,81,5
112,112,60,99,8
5,5,5,99,5
99,99,99,99,99
5,5,5,99,5
52,52,52,99,52
99,99,99,99,99
28,1,105,99,62
14,14,14,99,14
14,14,14,99,14
1,1,1,99,0
1,1,1,0,0
99,99,60,99,99
99,99,60,99,99
39,39,76,99,25
4,4,4,39,4
4,4,4,39,4
5,5,5,99,63
5,5,5,99,5
4,4,4,99,4
3,3,2,99,2
3,3,3,99,3
52,52,52,99,52
39,39,114,99,0
52,52,52,6,35
1,1,1,64,1
1,1,1,99,1
1,1,1,99,1
1,1,1,99,1
1,1,1,99,1
1,1,1,99,1
1,1,1,99,1
4,4,4,99,4
4,4,4,99,4
1,1,1,99,1
1,1,1,99,1
52,52,52,99,35
99,99,99,99,99
2,5,2,99,2
38,0,38,99,38
0,4,98,99,0
3,3,3,99,3
3,3,3,99,10
5,5,5,99,5
99,99,86,99,86
91,91,91,99,91
91,91,91,109,91
1,4,1,81,1
25,52,25,81,39
52,52,33,99,33
5,5,5,99,5
3,5,3,99,3
5,5,5,99,5
12,12,62,99,58
12,12,62,99,58
52,52,52,100,0
99,99,99,100,99
91,91,91,100,91
5,5,5,100,5
109,1,47,99,106
4,1,47,99,106
2,5,2,99,2
57,57,57,99,57
1,4,1,99,1
39,39,39,99,39
4,12,0,99,48
7,7,7,99,7
4,4,4,99,4
12,12,12,99,12
3,3,3,81,3
4,1,4,99,4
4,4,4,99,4
99,99,60,86,64
99,99,60,81,64
91,91,91,99,91
91,91,91,99,91
91,91,91,99,91
3,3,3,99,3
5,5,5,99,5
1,1,1,99,1
4,4,4,99,4
4,4,4,99,4
3,3,3,99,3
39,39,39,99,0
39,52,25,99,39
7,5,7,99,7
7,7,7,99,7
52,52,52,99,35
99,99,99,99,60
99,99,99,99,60
2,5,2,109,107
44,5,44,109,44
5,5,5,39,5
0,5,0,99,6
99,99,99,99,99
99,99,99,99,99
3,3,3,4,10
4,4,4,99,4
91,91,91,99,91
5,5,5,99,5
1,1,101,99,102
3,5,3,99,3
99,99,99,34,99
4,4,4,99,4
4,4,4,99,4
1,1,1,99,1
1,1,1,99,1
14,14,14,99,14
5,5,5,99,5
99,99,99,99,99
99,99,99,99,99
4,12,90,99,90
2,2,2,0,2
12,12,12,99,12
1,4,1,99,68
5,5,5,99,5
52,52,33,99,33
99,99,60,99,64
2,5,2,99,14
99,99,99,99,86
4,4,48,99,0
5,5,5,99,5
4,4,4,81,4
99,99,99,81,99
5,5,5,81,5
3,3,3,81,3
3,3,3,81,3
3,3,10,81,10
0,5,0,98,6
1,1,102,98,102
2,3,2,99,2
39,39,39,99,39
64,99,64,99,64
99,99,60,99,64
24,24,24,28,24
57,52,73,34,73
4,4,4,109,4
99,99,99,98,99
99,99,99,98,99
99,99,99,99,99
99,99,99,99,99
5,5,5,102,5
1,1,102,112,0
5,5,5,112,5
81,99,81,112,81
5,5,5,112,5
5,5,5,0,5
4,4,4,12,4
4,4,4,98,4
3,3,3,98,85
1,1,1,99,1
1,4,1,99,1
12,12,12,99,12
98,4,98,60,26
0,4,108,99,0
2,5,2,99,2
5,5,5,86,5
99,99,99,112,99
99,99,99,112,99
99,99,99,112,99
99,99,99,112,99
99,99,99,112,99
99,99,99,79,99
99,99,99,79,99
99,99,99,99,99
99,99,99,112,99
99,99,99,99,99
99,99,99,99,99
52,52,35,99,52
52,52,82,99,52
5,5,5,99,5
4,4,102,99,102
0,1,62,99,0
0,1,62,99,0
0,1,62,99,0
112,73,73,99,73
4,4,4,99,4
4,4,4,99,4
4,4,4,99,4
0,81,0,99,22
57,57,57,112,57
1,1,1,112,1
14,14,14,98,14
12,12,12,99,12
62,58,62,99,58
62,58,62,99,58
5,5,5,99,5
6,5,34,112,0
99,99,99,112,99
3,3,46,112,46
3,3,3,79,85
0,4,58,0,62
0,4,58,7,62
0,4,58,99,62
0,4,105,99,105
5,5,5,98,5
99,99,99,99,99
12,12,12,99,12
4,4,4,99,4
4,4,4,99,4
4,4,4,99,4
4,4,4,99,4
99,99,99,98,99
3,3,10,98,10
52,52,52,79,52
99,99,115,99,60
99,99,115,99,60
99,99,115,99,60
99,99,115,99,60
99,99,88,99,60
1,1,1,99,1
2,5,2,99,0
14,14,14,99,14
99,99,105,99,99
81,81,81,99,81
2,5,2,99,2
5,5,5,99,5
4,4,4,99,4
5,5,5,99,5
0,5,2,99,2
62,1,62,99,62
5,5,5,99,5
5,5,5,99,5
98,4,98,99,26
98,98,98,99,26
99,99,99,99,99
99,99,99,99,99
57,52,41,99,41
8,8,8,99,8
4,4,4,99,4
5,5,5,99,5
3,3,3,99,3
14,14,14,99,14
5,5,5,99,5
7,7,7,81,7
7,7,7,112,7
4,4,4,81,4
12,12,12,112,12
4,4,4,112,4
4,4,4,99,4
12,12,99,112,62
5,5,5,112,5
99,99,99,112,99
0,5,34,62,6
1,1,102,0,102
3,3,3,0,10
57,57,57,112,57
4,1,4,81,4
4,4,4,99,4
4,4,4,99,4
99,99,60,112,99
112,73,73,112,73
2,5,14,112,2
52,24,24,99,24
1,1,1,98,1
1,1,1,0,1
5,5,29,112,5
4,4,4,99,4
7,5,93,112,0
99,99,60,79,99
2,5,2,99,2
12,12,12,99,12
1,4,1,99,1
99,99,99,112,99
5,5,5,112,5
103,103,103,112,103
103,103,103,99,103
103,103,103,0,103
4,4,109,81,0
1,1,102,0,102
4,4,102,79,102
3,3,3,79,10
3,3,46,79,46
5,5,5,0,5
5,5,5,99,5
5,5,5,112,2
39,39,25,99,39
39,39,25,0,39
0,5,0,79,34
5,5,93,99,0
4,4,4,99,4
4,4,4,99,4
103,103,103,99,103
81,103,103,99,103
4,1,109,0,0
4,1,109,111,0
81,103,103,0,103
81,103,103,99,103
1,4,71,60,71
99,99,99,112,99
4,4,4,112,4
57,57,57,112,57
57,57,57,113,57
57,57,57,113,57
57,57,57,112,57
57,57,57,113,57
57,57,57,112,57
57,57,57,112,57
57,57,57,99,57
57,57,57,112,57
57,57,57,112,57
57,57,57,113,57
57,57,57,79,57
57,57,57,79,57
57,57,57,99,57
57,57,57,98,57
57,57,57,98,57
57,57,57,99,57
0,99,60,112,30
1,1,1,24,1
4,4,106,24,0
99,99,109,112,0
5,5,5,112,5
5,5,5,112,5
99,99,99,112,99
60,99,0,112,86
64,99,64,0,64
4,4,4,24,4
4,4,4,24,4
4,4,4,24,4
4,4,4,0,4
7,7,7,112,7
12,12,12,112,12
5,5,5,112,5
12,12,28,112,5
5,5,5,112,5
5,5,5,112,5
52,52,52,112,52
57,57,57,112,57
4,4,4,112,4
4,4,4,112,4
57,57,57,112,57
5,5,5,113,5
1,1,1,98,1
1,1,1,84,1
1,1,1,0,1
4,4,4,0,4
4,4,4,113,4
3,4,108,81,108
52,52,52,0,11
99,99,99,112,99
99,99,60,99,99
99,99,60,112,99
64,99,64,112,64
4,4,4,112,4
3,5,3,60,3
99,99,60,98,60
12,12,79,81,83
4,4,4,98,4
5,5,5,99,5
5,5,34,112,6
99,99,110,92,99
12,12,100,116,100
2,4,26,90,98
3,3,3,112,85
5,5,5,81,5
57,57,57,112,57
5,5,5,112,5
28,4,28,111,28
1,1,109,112,109
99,99,33,112,33
99,99,33,112,33
1,1,1,0,1
1,1,1,112,1
1,1,1,112,1
4,1,4,111,4
44,5,44,112,44
5,5,5,98,5
3,3,46,112,46
14,14,14,112,14
1,1,101,111,102
99,99,60,98,99
4,4,4,112,4
99,99,60,113,99
99,99,60,113,99
99,99,88,113,0
39,39,39,112,25
52,52,52,112,52
4,1,109,81,109
1,1,1,81,1
1,1,109,81,109
1,4,1,2,68
52,52,52,81,52
99,99,60,81,88
3,3,10,81,3
4,4,4,81,4
1,1,1,81,1
4,4,4,81,4
1,1,1,81,1
3,5,3,81,3
5,5,5,81,5
5,5,5,81,5
14,14,14,98,14
2,5,14,98,14
39,39,39,98,25
12,12,12,98,12
64,99,64,98,64
99,99,99,98,88
1,1,71,98,71
5,5,5,98,5
0,0,38,98,38
52,52,52,98,52
3,5,0,90,34
1,1,1,90,1
1,1,109,90,109
1,1,109,90,109
1,1,109,90,109
1,1,109,90,109
1,1,109,99,109
3,3,10,99,10
1,1,1,99,1
4,4,4,117,4
3,3,3,117,85
3,3,3,90,3
12,12,12,107,12
12,12,12,90,12
2,2,2,99,2
17,5,93,99,0
0,5,0,0,0
0,5,0,55,0
14,14,14,86,14
3,5,2,60,0
5,5,5,118,5
37,37,37,6,37
0,4,99,6,62
0,4,99,6,62
2,5,2,34,0
81,81,81,6,60
7,7,7,35,0
4,1,109,0,109
4,4,4,6,4
4,4,4,6,4
4,4,102,6,4
3,3,3,6,3
5,5,5,6,5
5,5,5,35,5
12,12,12,6,12
7,7,7,6,7
12,12,12,35,12
2,5,2,6,14
99,99,60,0,99
99,99,99,6,99
5,5,2,6,0
99,99,110,0,99
4,4,4,6,4
24,24,24,6,24
7,7,7,0,0
4,4,4,35,4
3,3,3,35,10
12,4,62,6,83
14,14,14,0,14
14,14,14,6,14
57,57,57,6,57
2,5,2,6,95
1,1,1,6,1
99,99,60,35,99
99,99,99,34,99
99,99,99,51,99
99,99,60,33,99
99,99,60,51,99
99,99,60,51,99
99,99,60,51,99
5,5,5,53,5
5,5,5,53,5
81,81,81,53,81
81,81,81,53,81
81,81,81,53,81
81,81,81,53,81
81,81,81,53,81
28,4,28,51,28
4,1,109,51,109
4,1,109,53,109
1,1,1,51,1
39,39,39,53,25
39,39,39,53,0
14,14,14,0,14
4,4,4,53,4
4,4,4,53,4
12,12,12,53,12
99,99,60,53,99
99,99,60,53,99
99,99,60,53,99
99,99,60,53,99
99,99,60,53,99
99,99,60,53,99
12,12,12,53,12
99,99,60,53,99
99,99,60,53,99
99,99,60,0,99
65,65,65,6,65
99,99,60,6,99
81,81,81,6,81
81,81,81,0,81
81,81,81,0,81
81,81,81,6,81
81,81,81,0,81
81,81,81,0,81
3,3,3,6,3
5,5,5,6,5
14,14,14,35,14
4,4,4,6,4
4,4,4,0,4
99,99,110,6,99
99,99,110,0,99
65,65,65,6,65
1,1,1,6,1
1,1,1,6,1
1,1,1,70,1
5,5,5,6,5
5,5,5,5,5
5,5,5,29,5
2,2,2,5,14
14,14,14,5,14
4,4,4,29,4
5,5,5,29,5
5,5,5,29,5
5,5,5,29,5
4,4,4,27,4
4,4,4,27,4
4,4,4,27,4
4,4,4,27,4
4,4,4,27,4
99,99,99,27,99
99,99,99,27,99
37,37,37,27,0
37,37,37,0,37
12,12,12,6,12
4,12,48,0,0
99,99,99,20,99
99,99,99,0,99
99,99,99,6,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
52,8,52,0,11
14,14,14,0,14
4,4,4,6,4
14,14,14,0,14
4,4,4,0,4
4,4,4,0,4
5,5,5,0,5
4,4,4,36,4
4,4,4,0,4
4,12,0,0,48
99,99,99,4,99
99,99,99,6,99
99,99,99,0,99
99,99,99,6,99
0,0,8,0,8
99,99,60,6,99
3,5,0,0,46
98,1,0,0,98
0,12,108,17,0
99,99,60,17,99
6,5,6,17,0
99,99,99,17,99
3,5,3,17,3
3,3,3,17,3
3,3,3,17,3
12,12,12,17,12
7,7,7,17,7
5,5,5,17,5
2,5,14,17,14
22,22,22,17,22
1,1,1,17,1
4,4,4,17,4
4,4,4,17,4
4,4,4,58,4
4,4,4,17,4
4,4,4,17,4
99,99,64,17,64
3,3,3,17,3
3,3,3,17,3
12,12,12,17,12
3,3,3,17,3
52,52,52,17,0
22,99,22,17,22
0,5,0,17,6
5,5,5,17,5
5,5,5,17,5
7,7,7,17,7
12,12,12,17,12
12,12,12,58,12
5,5,5,0,5
5,5,5,0,5
4,4,4,0,4
4,4,4,17,4
5,5,2,17,0
99,99,99,17,99
99,99,99,17,99
64,99,64,17,64
81,81,81,17,81
81,81,81,17,81
81,81,81,17,81
81,81,81,17,81
81,81,81,17,81
3,3,3,17,3
3,3,3,17,3
3,3,3,17,3
5,5,0,17,82
82,82,82,0,82
99,99,105,6,99
99,99,86,0,86
0,4,0,28,13
0,99,0,28,0
0,99,0,0,0
81,81,60,28,81
12,12,62,28,0
4,4,4,28,109
52,52,52,6,52
5,5,5,6,5
5,5,5,28,5
5,5,5,28,5
98,4,26,28,26
4,4,4,17,4
2,2,14,17,14
2,5,0,17,2
0,4,0,17,13
79,79,79,17,13
12,4,62,17,83
5,5,5,0,5
5,5,5,0,5
5,5,5,17,5
5,5,5,17,5
5,5,5,17,5
5,5,5,0,5
64,99,64,17,64
1,4,1,17,1
1,4,1,17,1
2,5,2,17,14
4,4,4,17,4
52,52,52,17,52
99,99,0,28,60
99,99,99,28,60
99,99,99,28,60
12,12,100,28,86
52,52,52,28,52
0,4,58,28,62
81,99,60,28,50
3,3,3,28,3
52,52,35,28,0
99,99,99,28,99
2,4,26,17,98
5,5,5,0,5
99,99,64,28,64
1,1,1,17,1
99,99,99,28,99
2,2,2,6,2
2,5,14,16,2
14,14,14,16,25
4,4,4,16,4
4,4,4,16,4
81,81,81,16,81
81,81,81,16,81
81,81,81,16,81
12,12,83,16,83
91,91,91,16,91
0,0,65,16,0
81,99,81,16,60
12,12,83,16,83
7,5,7,0,7
99,99,99,17,99
99,99,99,17,99
5,5,5,17,5
5,5,5,17,5
14,14,14,17,14
14,14,14,17,14
4,4,4,17,4
4,4,4,17,4
4,4,4,17,4
99,99,64,17,0
39,39,25,17,39
12,12,100,17,100
52,52,33,17,33
99,99,110,17,99
99,99,110,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,6,99
99,99,99,62,99
99,99,99,94,99
3,3,3,6,3
5,5,5,6,5
12,12,12,0,12
1,1,1,6,1
4,4,4,20,4
12,12,62,0,62
52,24,24,28,24
24,24,24,62,24
0,0,0,62,0
0,0,0,34,0
9,99,9,112,9
4,1,109,33,109
1,1,1,32,1
5,5,5,32,5
4,4,4,32,4
4,4,4,32,4
4,4,4,32,4
4,4,4,32,4
4,4,4,32,4
4,4,4,0,4
99,99,60,77,99
4,4,4,77,4
99,99,110,77,99
7,7,7,4,7
5,5,5,34,5
12,12,12,4,12
99,99,99,0,99
99,99,99,0,99
99,99,99,33,99
4,4,4,52,4
99,99,99,60,99
99,99,99,28,99
99,99,99,33,99
99,99,99,33,99
99,99,99,34,99
4,4,4,6,4
4,4,4,0,4
4,4,4,56,4
4,4,4,30,4
52,52,52,20,52
52,52,52,28,52
28,4,108,4,108
52,52,35,5,52
99,99,99,33,99
99,99,99,0,99
99,99,99,20,99
109,1,109,86,109
99,99,60,2,99
8,8,8,2,8
109,1,109,2,109
109,1,109,20,109
109,1,109,8,109
109,1,109,8,109
109,1,109,8,109
109,1,109,2,109
109,1,109,5,109
109,1,109,8,109
109,1,109,8,109
109,1,109,0,109
109,1,109,2,109
7,7,7,2,7
5,5,5,0,5
98,4,26,33,26
99,99,64,1,64
3,3,3,52,3
3,3,85,5,3
99,99,99,8,99
5,5,5,20,5
5,5,5,20,5
5,5,5,2,5
5,5,5,2,5
4,4,4,0,4
1,1,1,2,1
4,4,4,2,4
52,52,52,2,52
99,99,99,2,99
60,99,60,2,99
12,12,100,2,100
5,5,5,8,5
99,99,0,28,96
64,99,64,14,64
99,99,64,28,64
4,4,4,5,4
4,4,4,2,4
4,4,4,2,4
5,5,5,28,5
1,4,1,8,1
99,99,99,2,99
99,99,60,20,99
1,1,109,2,109
1,1,109,12,109
1,1,109,28,109
99,99,99,33,99
0,5,0,20,6
52,52,52,40,11
5,5,5,60,5
5,5,5,28,5
99,99,99,8,99
5,5,5,28,5
52,52,52,5,52
99,99,86,60,60
5,5,5,28,5
12,12,12,0,12
0,5,34,25,6
5,5,5,2,5
0,5,0,0,6
7,7,7,52,7
4,4,4,52,4
4,4,4,52,4
4,4,4,52,4
109,1,106,14,106
109,1,106,2,106
109,1,106,2,106
109,1,109,28,109
3,3,3,2,3
99,99,99,2,99
99,99,99,2,99
99,99,99,2,99
99,99,99,2,99
99,99,99,2,99
99,99,99,2,99
99,99,99,2,99
99,99,99,2,99
99,99,99,52,99
99,99,99,2,99
99,99,99,2,99
99,99,99,2,99
99,99,99,52,99
99,99,99,52,99
0,4,0,52,0
64,99,64,46,64
3,5,3,46,3
5,5,5,2,5
4,1,4,52,4
4,4,4,0,4
4,4,4,43,4
4,4,4,70,4
81,99,81,0,81
81,81,81,2,81
0,4,56,0,105
81,81,81,52,81
81,81,81,2,81
5,5,5,2,5
5,5,5,2,5
12,12,12,2,12
4,4,4,91,4
4,4,4,52,4
4,4,4,60,4
4,4,4,0,4
4,4,4,2,0
4,4,4,0,4
4,4,4,28,4
4,4,4,81,4
4,4,4,81,4
3,3,3,2,3
7,7,7,0,7
60,99,60,39,60
99,99,86,57,60
5,5,5,8,5
5,5,5,52,5
5,5,5,2,5
5,5,5,52,5
4,4,4,28,4
4,4,4,14,4
4,4,4,52,4
1,1,1,3,1
1,1,1,55,1
12,4,12,52,12
99,99,64,52,64
52,52,52,14,11
99,99,99,14,99
99,99,60,52,99
99,99,99,67,99
